_id,ags2,bundesland,datum,bl_inz,bl_inz_rate,bl_inz_fix,bl_inz_rate_fix
4502,05,Nordrhein-Westfalen,2021-02-21,11118,62.0,11081,61.8
4503,05,Nordrhein-Westfalen,2021-02-22,11100,61.9,10882,60.7
4504,05,Nordrhein-Westfalen,2021-02-23,11216,62.6,10926,61.0
4505,05,Nordrhein-Westfalen,2021-02-24,11802,65.8,11532,64.3
4506,05,Nordrhein-Westfalen,2021-02-25,11742,65.5,11469,64.0
4507,05,Nordrhein-Westfalen,2021-02-26,11796,65.8,11630,64.9
4508,05,Nordrhein-Westfalen,2021-02-27,11669,65.1,11512,64.2
4509,05,Nordrhein-Westfalen,2021-02-28,11664,65.1,11565,64.5
4510,05,Nordrhein-Westfalen,2021-03-01,11759,65.6,11536,64.4
4511,05,Nordrhein-Westfalen,2021-03-02,12060,67.3,11449,63.9
4512,05,Nordrhein-Westfalen,2021-03-03,11573,64.6,11268,62.9
4513,05,Nordrhein-Westfalen,2021-03-04,11745,65.5,11462,63.9
4514,05,Nordrhein-Westfalen,2021-03-05,11864,66.2,11591,64.7
4515,05,Nordrhein-Westfalen,2021-03-06,12012,67.0,11687,65.2
4516,05,Nordrhein-Westfalen,2021-03-07,12001,66.9,11803,65.8
4517,05,Nordrhein-Westfalen,2021-03-08,12039,67.2,11836,66.0
4518,05,Nordrhein-Westfalen,2021-03-09,12169,67.9,11724,65.4
4519,05,Nordrhein-Westfalen,2021-03-10,12878,71.8,12543,70.0
4520,05,Nordrhein-Westfalen,2021-03-11,13434,74.9,13128,73.2
4521,05,Nordrhein-Westfalen,2021-03-12,14045,78.4,13627,76.0
4522,05,Nordrhein-Westfalen,2021-03-13,14472,80.7,14158,79.0
4523,05,Nordrhein-Westfalen,2021-03-14,14811,82.6,14565,81.3
4524,05,Nordrhein-Westfalen,2021-03-15,15191,84.7,14876,83.0
4525,05,Nordrhein-Westfalen,2021-03-16,15908,88.7,15271,85.2
4526,05,Nordrhein-Westfalen,2021-03-17,17156,95.7,16525,92.2
4527,05,Nordrhein-Westfalen,2021-03-18,17878,99.7,17306,96.5
4528,05,Nordrhein-Westfalen,2021-03-19,18562,103.6,17875,99.7
4529,05,Nordrhein-Westfalen,2021-03-20,19140,106.8,18580,103.7
4530,05,Nordrhein-Westfalen,2021-03-21,19466,108.6,19129,106.7
4531,05,Nordrhein-Westfalen,2021-03-22,20140,112.4,19605,109.4
4532,05,Nordrhein-Westfalen,2021-03-23,20778,115.9,19953,111.3
4533,05,Nordrhein-Westfalen,2021-03-24,21416,119.5,20345,113.5
4534,05,Nordrhein-Westfalen,2021-03-25,22695,126.6,21515,120.0
4535,05,Nordrhein-Westfalen,2021-03-26,23311,130.0,22210,123.9
4536,05,Nordrhein-Westfalen,2021-03-27,23832,132.9,23109,128.9
4537,05,Nordrhein-Westfalen,2021-03-28,24025,134.0,23265,129.8
4538,05,Nordrhein-Westfalen,2021-03-29,24521,136.8,23747,132.5
4539,05,Nordrhein-Westfalen,2021-03-30,24670,137.6,23459,130.9
4540,05,Nordrhein-Westfalen,2021-03-31,24650,137.5,23174,129.3
4541,05,Nordrhein-Westfalen,2021-04-01,24316,135.6,23107,128.9
4542,05,Nordrhein-Westfalen,2021-04-02,23740,132.4,22968,128.1
4543,05,Nordrhein-Westfalen,2021-04-03,22976,128.2,22435,125.2
4544,05,Nordrhein-Westfalen,2021-04-04,22746,126.9,22240,124.1
4545,05,Nordrhein-Westfalen,2021-04-05,22210,123.9,21711,121.1
4546,05,Nordrhein-Westfalen,2021-04-06,20679,115.4,19837,110.7
4547,05,Nordrhein-Westfalen,2021-04-07,20395,113.8,19177,107.0
4548,05,Nordrhein-Westfalen,2021-04-08,20949,116.9,19483,108.7
4549,05,Nordrhein-Westfalen,2021-04-09,22470,125.4,20648,115.2
4550,05,Nordrhein-Westfalen,2021-04-10,23880,133.2,22442,125.2
4551,05,Nordrhein-Westfalen,2021-04-11,24609,137.3,23462,130.9
4552,05,Nordrhein-Westfalen,2021-04-12,25411,141.8,24311,135.6
4553,05,Nordrhein-Westfalen,2021-04-13,28735,160.3,26636,148.6
4554,05,Nordrhein-Westfalen,2021-04-14,30433,169.8,28461,158.8
4555,05,Nordrhein-Westfalen,2021-04-15,31060,173.3,29205,162.9
4556,05,Nordrhein-Westfalen,2021-04-16,31467,175.5,29518,164.7
4557,05,Nordrhein-Westfalen,2021-04-17,31901,178.0,29989,167.3
4558,05,Nordrhein-Westfalen,2021-04-18,32142,179.3,30712,171.3
4559,05,Nordrhein-Westfalen,2021-04-19,32352,180.5,30235,168.7
4560,05,Nordrhein-Westfalen,2021-04-20,32990,184.0,30604,170.7
4561,05,Nordrhein-Westfalen,2021-04-21,33511,186.9,31129,173.7
4562,05,Nordrhein-Westfalen,2021-04-22,34385,191.8,32491,181.3
4563,05,Nordrhein-Westfalen,2021-04-23,34700,193.6,32876,183.4
4564,05,Nordrhein-Westfalen,2021-04-24,34541,192.7,33369,186.2
4565,05,Nordrhein-Westfalen,2021-04-25,34296,191.3,33528,187.0
4566,05,Nordrhein-Westfalen,2021-04-26,34395,191.9,33496,186.9
4567,05,Nordrhein-Westfalen,2021-04-27,33161,185.0,31989,178.5
4568,05,Nordrhein-Westfalen,2021-04-28,32030,178.7,30727,171.4
4569,05,Nordrhein-Westfalen,2021-04-29,30761,171.6,29931,167.0
4570,05,Nordrhein-Westfalen,2021-04-30,29620,165.2,28652,159.8
4571,05,Nordrhein-Westfalen,2021-05-01,29216,163.0,28265,157.7
4572,05,Nordrhein-Westfalen,2021-05-02,28932,161.4,28453,158.7
4573,05,Nordrhein-Westfalen,2021-05-03,28306,157.9,27582,153.9
4574,05,Nordrhein-Westfalen,2021-05-04,27568,153.8,26606,148.4
4575,05,Nordrhein-Westfalen,2021-05-05,26776,149.4,25904,144.5
4576,05,Nordrhein-Westfalen,2021-05-06,25501,142.3,24820,138.5
4577,05,Nordrhein-Westfalen,2021-05-07,24691,137.7,23867,133.1
4578,05,Nordrhein-Westfalen,2021-05-08,23723,132.3,23196,129.4
4579,05,Nordrhein-Westfalen,2021-05-09,23377,130.4,23117,129.0
4580,05,Nordrhein-Westfalen,2021-05-10,22639,126.3,22111,123.3
4581,05,Nordrhein-Westfalen,2021-05-11,21702,121.1,20847,116.3
4582,05,Nordrhein-Westfalen,2021-05-12,20565,114.7,19991,111.5
4583,05,Nordrhein-Westfalen,2021-05-13,18879,105.3,18564,103.6
4584,05,Nordrhein-Westfalen,2021-05-14,17094,95.4,16592,92.6
4585,05,Nordrhein-Westfalen,2021-05-15,16610,92.7,15879,88.6
4586,05,Nordrhein-Westfalen,2021-05-16,16402,91.5,16127,90.0
4587,05,Nordrhein-Westfalen,2021-05-17,15833,88.3,15499,86.5
4588,05,Nordrhein-Westfalen,2021-05-18,14956,83.4,14343,80.0
4589,05,Nordrhein-Westfalen,2021-05-19,13799,77.0,13472,75.2
4590,05,Nordrhein-Westfalen,2021-05-20,13583,75.8,13297,74.2
4591,05,Nordrhein-Westfalen,2021-05-21,13588,75.8,13169,73.5
4592,05,Nordrhein-Westfalen,2021-05-22,12584,70.2,12461,69.5
4593,05,Nordrhein-Westfalen,2021-05-23,11862,66.2,11783,65.7
4594,05,Nordrhein-Westfalen,2021-05-24,11275,62.9,11146,62.2
4595,05,Nordrhein-Westfalen,2021-05-25,9572,53.4,9254,51.6
4596,05,Nordrhein-Westfalen,2021-05-26,8653,48.3,8290,46.2
4597,05,Nordrhein-Westfalen,2021-05-27,8340,46.5,8049,44.9
4598,05,Nordrhein-Westfalen,2021-05-28,7723,43.1,7462,41.6
4599,05,Nordrhein-Westfalen,2021-05-29,7403,41.3,7203,40.2
4600,05,Nordrhein-Westfalen,2021-05-30,7315,40.8,7207,40.2
4601,05,Nordrhein-Westfalen,2021-05-31,7383,41.2,7164,40.0
4602,05,Nordrhein-Westfalen,2021-06-01,7778,43.4,7541,42.1
4603,05,Nordrhein-Westfalen,2021-06-02,7347,41.0,7150,39.9
4604,05,Nordrhein-Westfalen,2021-06-03,6271,35.0,6160,34.4
4605,05,Nordrhein-Westfalen,2021-06-04,5645,31.5,5500,30.7
4606,05,Nordrhein-Westfalen,2021-06-05,5122,28.6,5039,28.1
4607,05,Nordrhein-Westfalen,2021-06-06,5009,27.9,4894,27.3
4608,05,Nordrhein-Westfalen,2021-06-07,4798,26.8,4674,26.1
4609,05,Nordrhein-Westfalen,2021-06-08,4361,24.3,4159,23.2
4610,05,Nordrhein-Westfalen,2021-06-09,3873,21.6,3734,20.8
4611,05,Nordrhein-Westfalen,2021-06-10,3815,21.3,3696,20.6
4612,05,Nordrhein-Westfalen,2021-06-11,3648,20.4,3553,19.8
4613,05,Nordrhein-Westfalen,2021-06-12,3430,19.1,3384,18.9
4614,05,Nordrhein-Westfalen,2021-06-13,3248,18.1,3175,17.7
4615,05,Nordrhein-Westfalen,2021-06-14,3122,17.4,3040,17.0
4616,05,Nordrhein-Westfalen,2021-06-15,2677,14.9,2580,14.4
4617,05,Nordrhein-Westfalen,2021-06-16,2340,13.1,2278,12.7
4618,05,Nordrhein-Westfalen,2021-06-17,2059,11.5,2016,11.2
4619,05,Nordrhein-Westfalen,2021-06-18,1830,10.2,1793,10.0
4620,05,Nordrhein-Westfalen,2021-06-19,1719,9.6,1717,9.6
4621,05,Nordrhein-Westfalen,2021-06-20,1651,9.2,1645,9.2
4622,05,Nordrhein-Westfalen,2021-06-21,1507,8.4,1465,8.2
4623,05,Nordrhein-Westfalen,2021-06-22,1372,7.7,1333,7.4
4624,05,Nordrhein-Westfalen,2021-06-23,1257,7.0,1216,6.8
4625,05,Nordrhein-Westfalen,2021-06-24,1183,6.6,1140,6.4
4626,05,Nordrhein-Westfalen,2021-06-25,1142,6.4,1107,6.2
4627,05,Nordrhein-Westfalen,2021-06-26,1094,6.1,1055,5.9
4628,05,Nordrhein-Westfalen,2021-06-27,1072,6.0,1034,5.8
4629,05,Nordrhein-Westfalen,2021-06-28,1046,5.8,1001,5.6
4630,05,Nordrhein-Westfalen,2021-06-29,1047,5.8,993,5.5
4631,05,Nordrhein-Westfalen,2021-06-30,1085,6.1,1015,5.7
4632,05,Nordrhein-Westfalen,2021-07-01,1043,5.8,1002,5.6
4633,05,Nordrhein-Westfalen,2021-07-02,1008,5.6,972,5.4
4634,05,Nordrhein-Westfalen,2021-07-03,1025,5.7,979,5.5
4635,05,Nordrhein-Westfalen,2021-07-04,1057,5.9,1000,5.6
4636,05,Nordrhein-Westfalen,2021-07-05,1077,6.0,1009,5.6
4637,05,Nordrhein-Westfalen,2021-07-06,1090,6.1,1036,5.8
4638,05,Nordrhein-Westfalen,2021-07-07,1066,5.9,1019,5.7
4639,05,Nordrhein-Westfalen,2021-07-08,1147,6.4,1051,5.9
4640,05,Nordrhein-Westfalen,2021-07-09,1238,6.9,1183,6.6
4641,05,Nordrhein-Westfalen,2021-07-10,1322,7.4,1257,7.0
4642,05,Nordrhein-Westfalen,2021-07-11,1346,7.5,1268,7.1
4643,05,Nordrhein-Westfalen,2021-07-12,1413,7.9,1351,7.5
4644,05,Nordrhein-Westfalen,2021-07-13,1552,8.7,1464,8.2
4645,05,Nordrhein-Westfalen,2021-07-14,1822,10.2,1687,9.4
4646,05,Nordrhein-Westfalen,2021-07-15,1915,10.7,1803,10.1
4647,05,Nordrhein-Westfalen,2021-07-16,2058,11.5,1905,10.6
4648,05,Nordrhein-Westfalen,2021-07-17,2234,12.5,2112,11.8
4649,05,Nordrhein-Westfalen,2021-07-18,2312,12.9,2175,12.1
4650,05,Nordrhein-Westfalen,2021-07-19,2470,13.8,2332,13.0
4651,05,Nordrhein-Westfalen,2021-07-20,2663,14.9,2480,13.8
4652,05,Nordrhein-Westfalen,2021-07-21,2737,15.3,2577,14.4
4653,05,Nordrhein-Westfalen,2021-07-22,3016,16.8,2900,16.2
4654,05,Nordrhein-Westfalen,2021-07-23,3207,17.9,3019,16.8
4655,05,Nordrhein-Westfalen,2021-07-24,3252,18.1,3073,17.1
4656,05,Nordrhein-Westfalen,2021-07-25,3242,18.1,3070,17.1
4657,05,Nordrhein-Westfalen,2021-07-26,3323,18.5,3128,17.4
4658,05,Nordrhein-Westfalen,2021-07-27,3580,20.0,3328,18.6
4659,05,Nordrhein-Westfalen,2021-07-28,3888,21.7,3666,20.5
4660,05,Nordrhein-Westfalen,2021-07-29,4083,22.8,3871,21.6
4661,05,Nordrhein-Westfalen,2021-07-30,4279,23.9,4039,22.5
4662,05,Nordrhein-Westfalen,2021-07-31,4500,25.1,4316,24.1
4663,05,Nordrhein-Westfalen,2021-08-01,4592,25.6,4395,24.5
4664,05,Nordrhein-Westfalen,2021-08-02,4869,27.2,4567,25.5
4665,05,Nordrhein-Westfalen,2021-08-03,5189,28.9,4893,27.3
4666,05,Nordrhein-Westfalen,2021-08-04,5398,30.1,5100,28.5
4667,05,Nordrhein-Westfalen,2021-08-05,5756,32.1,5422,30.2
4668,05,Nordrhein-Westfalen,2021-08-06,6065,33.8,5625,31.4
4669,05,Nordrhein-Westfalen,2021-08-07,6463,36.1,6095,34.0
4670,05,Nordrhein-Westfalen,2021-08-08,6557,36.6,6195,34.6
4671,05,Nordrhein-Westfalen,2021-08-09,6764,37.7,6262,34.9
4672,05,Nordrhein-Westfalen,2021-08-10,7294,40.7,6638,37.0
4673,05,Nordrhein-Westfalen,2021-08-11,8005,44.7,7437,41.5
4674,05,Nordrhein-Westfalen,2021-08-12,8734,48.7,8165,45.5
4675,05,Nordrhein-Westfalen,2021-08-13,9708,54.2,9093,50.7
4676,05,Nordrhein-Westfalen,2021-08-14,10453,58.3,9762,54.5
4677,05,Nordrhein-Westfalen,2021-08-15,10886,60.7,10265,57.3
4678,05,Nordrhein-Westfalen,2021-08-16,11461,63.9,10557,58.9
4679,05,Nordrhein-Westfalen,2021-08-17,12699,70.8,11592,64.7
4680,05,Nordrhein-Westfalen,2021-08-18,14110,78.7,12851,71.7
4681,05,Nordrhein-Westfalen,2021-08-19,15989,89.2,14965,83.5
4682,05,Nordrhein-Westfalen,2021-08-20,17916,99.9,16478,91.9
4683,05,Nordrhein-Westfalen,2021-08-21,19104,106.6,17798,99.3
4684,05,Nordrhein-Westfalen,2021-08-22,19669,109.7,18544,103.4
4685,05,Nordrhein-Westfalen,2021-08-23,20640,115.1,19463,108.6
4686,05,Nordrhein-Westfalen,2021-08-24,22192,123.8,20521,114.5
4687,05,Nordrhein-Westfalen,2021-08-25,23532,131.3,21949,122.4
4688,05,Nordrhein-Westfalen,2021-08-26,24008,133.9,22563,125.9
4689,05,Nordrhein-Westfalen,2021-08-27,23782,132.7,22281,124.3
4690,05,Nordrhein-Westfalen,2021-08-28,23893,133.3,22452,125.3
4691,05,Nordrhein-Westfalen,2021-08-29,23960,133.7,22894,127.7
4692,05,Nordrhein-Westfalen,2021-08-30,23605,131.7,22390,124.9
4693,05,Nordrhein-Westfalen,2021-08-31,23184,129.3,21568,120.3
4694,05,Nordrhein-Westfalen,2021-09-01,22959,128.1,21509,120.0
4695,05,Nordrhein-Westfalen,2021-09-02,22513,125.6,21323,119.0
4696,05,Nordrhein-Westfalen,2021-09-03,22290,124.3,20905,116.6
4697,05,Nordrhein-Westfalen,2021-09-04,21848,121.9,20600,114.9
4698,05,Nordrhein-Westfalen,2021-09-05,21673,120.9,20609,115.0
4699,05,Nordrhein-Westfalen,2021-09-06,21447,119.6,20390,113.7
4700,05,Nordrhein-Westfalen,2021-09-07,20949,116.9,19607,109.4
4701,05,Nordrhein-Westfalen,2021-09-08,20446,114.1,19432,108.4
4702,05,Nordrhein-Westfalen,2021-09-09,19963,111.4,19159,106.9
4703,05,Nordrhein-Westfalen,2021-09-10,19326,107.8,18524,103.3
4704,05,Nordrhein-Westfalen,2021-09-11,18947,105.7,18065,100.8
4705,05,Nordrhein-Westfalen,2021-09-12,18570,103.6,17806,99.3
4706,05,Nordrhein-Westfalen,2021-09-13,18483,103.1,17816,99.4
4707,05,Nordrhein-Westfalen,2021-09-14,17751,99.0,16962,94.6
4708,05,Nordrhein-Westfalen,2021-09-15,16367,91.3,15748,87.9
4709,05,Nordrhein-Westfalen,2021-09-16,15337,85.6,14656,81.8
4710,05,Nordrhein-Westfalen,2021-09-17,14481,80.8,13928,77.7
4711,05,Nordrhein-Westfalen,2021-09-18,13722,76.5,13197,73.6
4712,05,Nordrhein-Westfalen,2021-09-19,13509,75.4,13080,73.0
4713,05,Nordrhein-Westfalen,2021-09-20,12911,72.0,12371,69.0
4714,05,Nordrhein-Westfalen,2021-09-21,12286,68.5,11688,65.2
4715,05,Nordrhein-Westfalen,2021-09-22,12025,67.1,11479,64.0
4716,05,Nordrhein-Westfalen,2021-09-23,11508,64.2,10972,61.2
4717,05,Nordrhein-Westfalen,2021-09-24,11236,62.7,10495,58.5
4718,05,Nordrhein-Westfalen,2021-09-25,11075,61.8,10444,58.3
4719,05,Nordrhein-Westfalen,2021-09-26,10927,61.0,10306,57.5
4720,05,Nordrhein-Westfalen,2021-09-27,10730,59.9,9964,55.6
4721,05,Nordrhein-Westfalen,2021-09-28,10539,58.8,9667,53.9
4722,05,Nordrhein-Westfalen,2021-09-29,10500,58.6,10018,55.9
4723,05,Nordrhein-Westfalen,2021-09-30,10469,58.4,10026,55.9
4724,05,Nordrhein-Westfalen,2021-10-01,10155,56.7,9716,54.2
4725,05,Nordrhein-Westfalen,2021-10-02,9933,55.4,9635,53.8
4726,05,Nordrhein-Westfalen,2021-10-03,9779,54.6,9477,52.9
4727,05,Nordrhein-Westfalen,2021-10-04,9729,54.3,9240,51.5
4728,05,Nordrhein-Westfalen,2021-10-05,9624,53.7,9173,51.2
4729,05,Nordrhein-Westfalen,2021-10-06,9425,52.6,9002,50.2
4730,05,Nordrhein-Westfalen,2021-10-07,9461,52.8,9019,50.3
4731,05,Nordrhein-Westfalen,2021-10-08,9609,53.6,9041,50.4
4732,05,Nordrhein-Westfalen,2021-10-09,9735,54.3,9347,52.1
4733,05,Nordrhein-Westfalen,2021-10-10,9733,54.3,9360,52.2
4734,05,Nordrhein-Westfalen,2021-10-11,9716,54.2,9321,52.0
4735,05,Nordrhein-Westfalen,2021-10-12,9491,52.9,8936,49.9
4736,05,Nordrhein-Westfalen,2021-10-13,9203,51.3,8900,49.6
4737,05,Nordrhein-Westfalen,2021-10-14,9016,50.3,8692,48.5
4738,05,Nordrhein-Westfalen,2021-10-15,8920,49.8,8580,47.9
4739,05,Nordrhein-Westfalen,2021-10-16,8963,50.0,8589,47.9
4740,05,Nordrhein-Westfalen,2021-10-17,9072,50.6,8701,48.5
4741,05,Nordrhein-Westfalen,2021-10-18,9250,51.6,8796,49.1
4742,05,Nordrhein-Westfalen,2021-10-19,9968,55.6,9323,52.0
4743,05,Nordrhein-Westfalen,2021-10-20,10707,59.7,10238,57.1
4744,05,Nordrhein-Westfalen,2021-10-21,11472,64.0,10936,61.0
4745,05,Nordrhein-Westfalen,2021-10-22,12300,68.6,11508,64.2
4746,05,Nordrhein-Westfalen,2021-10-23,13027,72.7,12352,68.9
4747,05,Nordrhein-Westfalen,2021-10-24,13175,73.5,12662,70.6
4748,05,Nordrhein-Westfalen,2021-10-25,13848,77.3,13068,72.9
4749,05,Nordrhein-Westfalen,2021-10-26,15325,85.5,14206,79.2
4750,05,Nordrhein-Westfalen,2021-10-27,17412,97.1,16444,91.7
4751,05,Nordrhein-Westfalen,2021-10-28,18777,104.7,17864,99.7
4752,05,Nordrhein-Westfalen,2021-10-29,19732,110.1,18664,104.1
4753,05,Nordrhein-Westfalen,2021-10-30,20279,113.1,19543,109.0
4754,05,Nordrhein-Westfalen,2021-10-31,20532,114.5,19934,111.2
4755,05,Nordrhein-Westfalen,2021-11-01,19756,110.2,19169,106.9
4756,05,Nordrhein-Westfalen,2021-11-02,18204,101.6,17244,96.2
4757,05,Nordrhein-Westfalen,2021-11-03,18695,104.3,17301,96.5
4758,05,Nordrhein-Westfalen,2021-11-04,20326,113.4,19150,106.8
4759,05,Nordrhein-Westfalen,2021-11-05,21420,119.5,20208,112.7
4760,05,Nordrhein-Westfalen,2021-11-06,22476,125.4,21585,120.4
4761,05,Nordrhein-Westfalen,2021-11-07,23011,128.4,22083,123.2
4762,05,Nordrhein-Westfalen,2021-11-08,24525,136.8,23308,130.0
4763,05,Nordrhein-Westfalen,2021-11-09,28131,156.9,26519,147.9
4764,05,Nordrhein-Westfalen,2021-11-10,29119,162.4,27657,154.3
4765,05,Nordrhein-Westfalen,2021-11-11,29519,164.7,28149,157.0
4766,05,Nordrhein-Westfalen,2021-11-12,30425,169.7,28640,159.8
4767,05,Nordrhein-Westfalen,2021-11-13,31170,173.9,29147,162.6
4768,05,Nordrhein-Westfalen,2021-11-14,31738,177.1,29934,167.0
4769,05,Nordrhein-Westfalen,2021-11-15,33024,184.2,31662,176.6
4770,05,Nordrhein-Westfalen,2021-11-16,34837,194.3,32795,183.0
4771,05,Nordrhein-Westfalen,2021-11-17,36424,203.2,34470,192.3
4772,05,Nordrhein-Westfalen,2021-11-18,38045,212.2,36016,200.9
4773,05,Nordrhein-Westfalen,2021-11-19,40971,228.6,38204,213.1
4774,05,Nordrhein-Westfalen,2021-11-20,42789,238.7,39401,219.8
4775,05,Nordrhein-Westfalen,2021-11-21,44152,246.3,41072,229.1
4776,05,Nordrhein-Westfalen,2021-11-22,46747,260.8,44635,249.0
4777,05,Nordrhein-Westfalen,2021-11-23,47921,267.3,44767,249.7
4778,05,Nordrhein-Westfalen,2021-11-24,50704,282.9,47009,262.2
4779,05,Nordrhein-Westfalen,2021-11-25,52790,294.5,49154,274.2
4780,05,Nordrhein-Westfalen,2021-11-26,53601,299.0,49930,278.5
4781,05,Nordrhein-Westfalen,2021-11-27,53999,301.2,49554,276.4
4782,05,Nordrhein-Westfalen,2021-11-28,54124,301.9,49616,276.8
4783,05,Nordrhein-Westfalen,2021-11-29,54060,301.6,51245,285.9
4784,05,Nordrhein-Westfalen,2021-11-30,55111,307.4,51824,289.1
4785,05,Nordrhein-Westfalen,2021-12-01,54540,304.3,50668,282.7
4786,05,Nordrhein-Westfalen,2021-12-02,54979,306.7,51640,288.1
4787,05,Nordrhein-Westfalen,2021-12-03,54938,306.5,51716,288.5
4788,05,Nordrhein-Westfalen,2021-12-04,55360,308.8,52014,290.2
4789,05,Nordrhein-Westfalen,2021-12-05,55696,310.7,52034,290.3
4790,05,Nordrhein-Westfalen,2021-12-06,56767,316.7,53233,297.0
4791,05,Nordrhein-Westfalen,2021-12-07,56728,316.5,52016,290.2
4792,05,Nordrhein-Westfalen,2021-12-08,56837,317.1,52564,293.2
4793,05,Nordrhein-Westfalen,2021-12-09,55713,310.8,51120,285.2
4794,05,Nordrhein-Westfalen,2021-12-10,55684,310.6,51059,284.8
4795,05,Nordrhein-Westfalen,2021-12-11,54151,302.1,50116,279.6
4796,05,Nordrhein-Westfalen,2021-12-12,52792,294.5,49613,276.8
4797,05,Nordrhein-Westfalen,2021-12-13,50821,283.5,48028,267.9
4798,05,Nordrhein-Westfalen,2021-12-14,50342,280.8,45781,255.4
4799,05,Nordrhein-Westfalen,2021-12-15,48237,269.1,44880,250.4
4800,05,Nordrhein-Westfalen,2021-12-16,47493,264.9,44887,250.4
4801,05,Nordrhein-Westfalen,2021-12-17,45144,251.8,42718,238.3
4802,05,Nordrhein-Westfalen,2021-12-18,44541,248.5,42489,237.0
4803,05,Nordrhein-Westfalen,2021-12-19,44300,247.1,42711,238.3
4804,05,Nordrhein-Westfalen,2021-12-20,43883,244.8,41613,232.1
4805,05,Nordrhein-Westfalen,2021-12-21,41784,233.1,39549,220.6
4806,05,Nordrhein-Westfalen,2021-12-22,41161,229.6,39387,219.7
4807,05,Nordrhein-Westfalen,2021-12-23,39771,221.9,37578,209.6
4808,05,Nordrhein-Westfalen,2021-12-24,37168,207.3,35649,198.9
4809,05,Nordrhein-Westfalen,2021-12-25,34213,190.9,32598,181.9
4810,05,Nordrhein-Westfalen,2021-12-26,34469,192.3,32947,183.8
4811,05,Nordrhein-Westfalen,2021-12-27,34257,191.1,32163,179.4
4812,05,Nordrhein-Westfalen,2021-12-28,34189,190.7,31629,176.4
4813,05,Nordrhein-Westfalen,2021-12-29,34733,193.8,31732,177.0
4814,05,Nordrhein-Westfalen,2021-12-30,36191,201.9,32937,183.7
4815,05,Nordrhein-Westfalen,2021-12-31,38513,214.8,35112,195.9
4816,05,Nordrhein-Westfalen,2022-01-01,39486,220.3,35743,199.4
4817,05,Nordrhein-Westfalen,2022-01-02,40366,225.2,36963,206.2
4818,05,Nordrhein-Westfalen,2022-01-03,42797,238.7,38881,216.9
4819,05,Nordrhein-Westfalen,2022-01-04,47937,267.4,41883,233.6
4820,05,Nordrhein-Westfalen,2022-01-05,53693,299.5,47097,262.7
4821,05,Nordrhein-Westfalen,2022-01-06,58321,325.4,52245,291.5
4822,05,Nordrhein-Westfalen,2022-01-07,64708,361.0,57456,320.5
4823,05,Nordrhein-Westfalen,2022-01-08,69867,389.8,62920,351.0
4824,05,Nordrhein-Westfalen,2022-01-09,71651,399.7,64798,361.5
4825,05,Nordrhein-Westfalen,2022-01-10,75920,423.5,68424,381.7
4826,05,Nordrhein-Westfalen,2022-01-11,80873,451.2,70926,395.7
4827,05,Nordrhein-Westfalen,2022-01-12,85723,478.2,74696,416.7
4828,05,Nordrhein-Westfalen,2022-01-13,90981,507.5,79166,441.6
4829,05,Nordrhein-Westfalen,2022-01-14,96830,540.2,84288,470.2
4830,05,Nordrhein-Westfalen,2022-01-15,103011,574.7,87656,489.0
4831,05,Nordrhein-Westfalen,2022-01-16,106592,594.6,90495,504.8
4832,05,Nordrhein-Westfalen,2022-01-17,114751,640.2,97455,543.7
4833,05,Nordrhein-Westfalen,2022-01-18,124580,695.0,102750,573.2
4834,05,Nordrhein-Westfalen,2022-01-19,136980,764.2,112459,627.4
4835,05,Nordrhein-Westfalen,2022-01-20,149106,831.8,122037,680.8
4836,05,Nordrhein-Westfalen,2022-01-21,164545,917.9,131501,733.6
4837,05,Nordrhein-Westfalen,2022-01-22,175283,977.8,134082,748.0
4838,05,Nordrhein-Westfalen,2022-01-23,181909,1014.8,141527,789.5
4839,05,Nordrhein-Westfalen,2022-01-24,198385,1106.7,155500,867.5
4840,05,Nordrhein-Westfalen,2022-01-25,216028,1205.1,166613,929.5
4841,05,Nordrhein-Westfalen,2022-01-26,234167,1306.3,177781,991.8
4842,05,Nordrhein-Westfalen,2022-01-27,252872,1410.7,194326,1084.1
4843,05,Nordrhein-Westfalen,2022-01-28,263824,1471.8,205298,1145.3
4844,05,Nordrhein-Westfalen,2022-01-29,270740,1510.4,210852,1176.3
4845,05,Nordrhein-Westfalen,2022-01-30,276151,1540.5,217427,1212.9
4846,05,Nordrhein-Westfalen,2022-01-31,278723,1554.9,228027,1272.1
4847,05,Nordrhein-Westfalen,2022-02-01,285759,1594.1,232855,1299.0
4848,05,Nordrhein-Westfalen,2022-02-02,291524,1626.3,235558,1314.1
4849,05,Nordrhein-Westfalen,2022-02-03,296496,1654.0,245734,1370.9
4850,05,Nordrhein-Westfalen,2022-02-04,301736,1683.3,254561,1420.1
4851,05,Nordrhein-Westfalen,2022-02-05,301912,1684.3,253962,1416.8
4852,05,Nordrhein-Westfalen,2022-02-06,301459,1681.7,258907,1444.3
4853,05,Nordrhein-Westfalen,2022-02-07,306892,1712.0,266199,1485.0
4854,05,Nordrhein-Westfalen,2022-02-08,309096,1724.3,266004,1483.9
4855,05,Nordrhein-Westfalen,2022-02-09,309249,1725.2,273485,1525.7
4856,05,Nordrhein-Westfalen,2022-02-10,305813,1706.0,274752,1532.7
4857,05,Nordrhein-Westfalen,2022-02-11,304031,1696.1,275614,1537.5
