_id,ags2,bundesland,datum,bl_inz,bl_inz_rate,bl_inz_fix,bl_inz_rate_fix
10451,11,Berlin,2020-05-30,165,4.5,155,4.2
10452,11,Berlin,2020-05-31,189,5.2,168,4.6
10453,11,Berlin,2020-06-01,169,4.6,169,4.6
10454,11,Berlin,2020-06-02,189,5.2,182,5.0
10455,11,Berlin,2020-06-03,202,5.5,168,4.6
10456,11,Berlin,2020-06-04,210,5.7,187,5.1
10457,11,Berlin,2020-06-05,216,5.9,175,4.8
10458,11,Berlin,2020-06-06,209,5.7,184,5.0
10459,11,Berlin,2020-06-07,190,5.2,176,4.8
10460,11,Berlin,2020-06-08,217,5.9,200,5.5
10461,11,Berlin,2020-06-09,232,6.3,200,5.5
10462,11,Berlin,2020-06-10,254,6.9,204,5.6
10463,11,Berlin,2020-06-11,274,7.5,199,5.4
10464,11,Berlin,2020-06-12,281,7.7,254,6.9
10465,11,Berlin,2020-06-13,333,9.1,269,7.3
10466,11,Berlin,2020-06-14,337,9.2,301,8.2
10467,11,Berlin,2020-06-15,339,9.3,318,8.7
10468,11,Berlin,2020-06-16,358,9.8,296,8.1
10469,11,Berlin,2020-06-17,366,10.0,292,8.0
10470,11,Berlin,2020-06-18,442,12.1,370,10.1
10471,11,Berlin,2020-06-19,536,14.6,452,12.3
10472,11,Berlin,2020-06-20,503,13.7,455,12.4
10473,11,Berlin,2020-06-21,511,13.9,472,12.9
10474,11,Berlin,2020-06-22,543,14.8,522,14.2
10475,11,Berlin,2020-06-23,538,14.7,506,13.8
10476,11,Berlin,2020-06-24,511,13.9,465,12.7
10477,11,Berlin,2020-06-25,445,12.1,414,11.3
10478,11,Berlin,2020-06-26,351,9.6,327,8.9
10479,11,Berlin,2020-06-27,333,9.1,317,8.7
10480,11,Berlin,2020-06-28,315,8.6,305,8.3
10481,11,Berlin,2020-06-29,305,8.3,286,7.8
10482,11,Berlin,2020-06-30,269,7.3,240,6.6
10483,11,Berlin,2020-07-01,256,7.0,237,6.5
10484,11,Berlin,2020-07-02,251,6.9,219,6.0
10485,11,Berlin,2020-07-03,250,6.8,224,6.1
10486,11,Berlin,2020-07-04,264,7.2,248,6.8
10487,11,Berlin,2020-07-05,264,7.2,263,7.2
10488,11,Berlin,2020-07-06,244,6.7,221,6.0
10489,11,Berlin,2020-07-07,246,6.7,226,6.2
10490,11,Berlin,2020-07-08,248,6.8,213,5.8
10491,11,Berlin,2020-07-09,224,6.1,205,5.6
10492,11,Berlin,2020-07-10,217,5.9,195,5.3
10493,11,Berlin,2020-07-11,190,5.2,184,5.0
10494,11,Berlin,2020-07-12,189,5.2,183,5.0
10495,11,Berlin,2020-07-13,183,5.0,168,4.6
10496,11,Berlin,2020-07-14,171,4.7,151,4.1
10497,11,Berlin,2020-07-15,148,4.0,130,3.5
10498,11,Berlin,2020-07-16,131,3.6,123,3.4
10499,11,Berlin,2020-07-17,117,3.2,115,3.1
10500,11,Berlin,2020-07-18,132,3.6,126,3.4
10501,11,Berlin,2020-07-19,131,3.6,130,3.5
10502,11,Berlin,2020-07-20,134,3.7,125,3.4
10503,11,Berlin,2020-07-21,142,3.9,132,3.6
10504,11,Berlin,2020-07-22,145,4.0,131,3.6
10505,11,Berlin,2020-07-23,176,4.8,148,4.0
10506,11,Berlin,2020-07-24,216,5.9,190,5.2
10507,11,Berlin,2020-07-25,215,5.9,205,5.6
10508,11,Berlin,2020-07-26,218,5.9,215,5.9
10509,11,Berlin,2020-07-27,229,6.2,203,5.5
10510,11,Berlin,2020-07-28,260,7.1,220,6.0
10511,11,Berlin,2020-07-29,300,8.2,274,7.5
10512,11,Berlin,2020-07-30,302,8.2,268,7.3
10513,11,Berlin,2020-07-31,318,8.7,290,7.9
10514,11,Berlin,2020-08-01,334,9.1,317,8.7
10515,11,Berlin,2020-08-02,331,9.0,323,8.8
10516,11,Berlin,2020-08-03,337,9.2,320,8.7
10517,11,Berlin,2020-08-04,331,9.0,289,7.9
10518,11,Berlin,2020-08-05,331,9.0,310,8.5
10519,11,Berlin,2020-08-06,365,10.0,315,8.6
10520,11,Berlin,2020-08-07,392,10.7,336,9.2
10521,11,Berlin,2020-08-08,377,10.3,351,9.6
10522,11,Berlin,2020-08-09,383,10.5,361,9.9
10523,11,Berlin,2020-08-10,430,11.7,355,9.7
10524,11,Berlin,2020-08-11,475,13.0,410,11.2
10525,11,Berlin,2020-08-12,552,15.1,467,12.7
10526,11,Berlin,2020-08-13,558,15.2,383,10.5
10527,11,Berlin,2020-08-14,530,14.5,500,13.6
10528,11,Berlin,2020-08-15,544,14.8,522,14.2
10529,11,Berlin,2020-08-16,541,14.8,531,14.5
10530,11,Berlin,2020-08-17,546,14.9,503,13.7
10531,11,Berlin,2020-08-18,518,14.1,476,13.0
10532,11,Berlin,2020-08-19,445,12.1,400,10.9
10533,11,Berlin,2020-08-20,466,12.7,388,10.6
10534,11,Berlin,2020-08-21,468,12.8,420,11.5
10535,11,Berlin,2020-08-22,467,12.7,450,12.3
10536,11,Berlin,2020-08-23,465,12.7,458,12.5
10537,11,Berlin,2020-08-24,460,12.6,416,11.4
10538,11,Berlin,2020-08-25,454,12.4,407,11.1
10539,11,Berlin,2020-08-26,482,13.2,417,11.4
10540,11,Berlin,2020-08-27,448,12.2,385,10.5
10541,11,Berlin,2020-08-28,475,13.0,385,10.5
10542,11,Berlin,2020-08-29,478,13.0,445,12.1
10543,11,Berlin,2020-08-30,482,13.2,450,12.3
10544,11,Berlin,2020-08-31,513,14.0,435,11.9
10545,11,Berlin,2020-09-01,511,13.9,450,12.3
10546,11,Berlin,2020-09-02,501,13.7,435,11.9
10547,11,Berlin,2020-09-03,502,13.7,459,12.5
10548,11,Berlin,2020-09-04,519,14.2,448,12.2
10549,11,Berlin,2020-09-05,531,14.5,493,13.5
10550,11,Berlin,2020-09-06,529,14.4,512,14.0
10551,11,Berlin,2020-09-07,535,14.6,455,12.4
10552,11,Berlin,2020-09-08,526,14.4,474,12.9
10553,11,Berlin,2020-09-09,552,15.1,459,12.5
10554,11,Berlin,2020-09-10,616,16.8,459,12.5
10555,11,Berlin,2020-09-11,583,15.9,529,14.4
10556,11,Berlin,2020-09-12,579,15.8,520,14.2
10557,11,Berlin,2020-09-13,582,15.9,532,14.5
10558,11,Berlin,2020-09-14,548,15.0,486,13.3
10559,11,Berlin,2020-09-15,607,16.6,538,14.7
10560,11,Berlin,2020-09-16,667,18.2,555,15.1
10561,11,Berlin,2020-09-17,701,19.1,560,15.3
10562,11,Berlin,2020-09-18,807,22.0,658,18.0
10563,11,Berlin,2020-09-19,821,22.4,763,20.8
10564,11,Berlin,2020-09-20,842,23.0,801,21.9
10565,11,Berlin,2020-09-21,936,25.5,854,23.3
10566,11,Berlin,2020-09-22,988,27.0,857,23.4
10567,11,Berlin,2020-09-23,997,27.2,881,24.0
10568,11,Berlin,2020-09-24,1051,28.7,943,25.7
10569,11,Berlin,2020-09-25,1063,29.0,914,24.9
10570,11,Berlin,2020-09-26,1089,29.7,999,27.3
10571,11,Berlin,2020-09-27,1089,29.7,1055,28.8
10572,11,Berlin,2020-09-28,1102,30.1,991,27.0
10573,11,Berlin,2020-09-29,1148,31.3,995,27.2
10574,11,Berlin,2020-09-30,1239,33.8,1103,30.1
10575,11,Berlin,2020-10-01,1322,36.1,1119,30.5
10576,11,Berlin,2020-10-02,1458,39.8,1253,34.2
10577,11,Berlin,2020-10-03,1471,40.1,1374,37.5
10578,11,Berlin,2020-10-04,1554,42.4,1420,38.8
10579,11,Berlin,2020-10-05,1659,45.3,1518,41.4
10580,11,Berlin,2020-10-06,1763,48.1,1590,43.4
10581,11,Berlin,2020-10-07,1984,54.1,1687,46.0
10582,11,Berlin,2020-10-08,2129,58.1,1873,51.1
10583,11,Berlin,2020-10-09,2293,62.6,1967,53.7
10584,11,Berlin,2020-10-10,2368,64.6,2142,58.5
10585,11,Berlin,2020-10-11,2404,65.6,2278,62.2
10586,11,Berlin,2020-10-12,2687,73.3,2219,60.6
10587,11,Berlin,2020-10-13,2873,78.4,2604,71.1
10588,11,Berlin,2020-10-14,2965,80.9,2612,71.3
10589,11,Berlin,2020-10-15,3191,87.1,2710,74.0
10590,11,Berlin,2020-10-16,3316,90.5,2882,78.7
10591,11,Berlin,2020-10-17,3310,90.3,3075,83.9
10592,11,Berlin,2020-10-18,3356,91.6,3226,88.0
10593,11,Berlin,2020-10-19,3544,96.7,3102,84.7
10594,11,Berlin,2020-10-20,3940,107.5,3399,92.8
10595,11,Berlin,2020-10-21,4161,113.6,3785,103.3
10596,11,Berlin,2020-10-22,4383,119.6,3882,105.9
10597,11,Berlin,2020-10-23,4676,127.6,4139,113.0
10598,11,Berlin,2020-10-24,4795,130.9,4389,119.8
10599,11,Berlin,2020-10-25,4928,134.5,4499,122.8
10600,11,Berlin,2020-10-26,5171,141.1,4649,126.9
10601,11,Berlin,2020-10-27,5397,147.3,4789,130.7
10602,11,Berlin,2020-10-28,5882,160.5,5130,140.0
10603,11,Berlin,2020-10-29,6029,164.5,5361,146.3
10604,11,Berlin,2020-10-30,6182,168.7,5513,150.5
10605,11,Berlin,2020-10-31,6248,170.5,6025,164.4
10606,11,Berlin,2020-11-01,6282,171.4,6040,164.8
10607,11,Berlin,2020-11-02,6669,182.0,5737,156.6
10608,11,Berlin,2020-11-03,6875,187.6,6104,166.6
10609,11,Berlin,2020-11-04,6825,186.3,5959,162.6
10610,11,Berlin,2020-11-05,7077,193.1,6307,172.1
10611,11,Berlin,2020-11-06,7173,195.8,6567,179.2
10612,11,Berlin,2020-11-07,7230,197.3,6915,188.7
10613,11,Berlin,2020-11-08,7160,195.4,6794,185.4
10614,11,Berlin,2020-11-09,7218,197.0,6221,169.8
10615,11,Berlin,2020-11-10,7191,196.3,6450,176.0
10616,11,Berlin,2020-11-11,7630,208.2,6342,173.1
10617,11,Berlin,2020-11-12,7887,215.3,7003,191.1
10618,11,Berlin,2020-11-13,8112,221.4,7159,195.4
10619,11,Berlin,2020-11-14,8160,222.7,7584,207.0
10620,11,Berlin,2020-11-15,8453,230.7,7720,210.7
10621,11,Berlin,2020-11-16,8605,234.8,7575,206.7
10622,11,Berlin,2020-11-17,8982,245.1,7855,214.4
10623,11,Berlin,2020-11-18,8642,235.9,7647,208.7
10624,11,Berlin,2020-11-19,8526,232.7,7334,200.2
10625,11,Berlin,2020-11-20,8598,234.7,7631,208.3
10626,11,Berlin,2020-11-21,8602,234.8,8223,224.4
10627,11,Berlin,2020-11-22,8409,229.5,8064,220.1
10628,11,Berlin,2020-11-23,8392,229.0,7257,198.1
10629,11,Berlin,2020-11-24,8198,223.7,7167,195.6
10630,11,Berlin,2020-11-25,8115,221.5,7397,201.9
10631,11,Berlin,2020-11-26,7988,218.0,7068,192.9
10632,11,Berlin,2020-11-27,7832,213.8,6985,190.6
10633,11,Berlin,2020-11-28,7862,214.6,6524,178.1
10634,11,Berlin,2020-11-29,7741,211.3,7301,199.3
10635,11,Berlin,2020-11-30,7319,199.7,6609,180.4
10636,11,Berlin,2020-12-01,6914,188.7,6273,171.2
10637,11,Berlin,2020-12-02,6815,186.0,5975,163.1
10638,11,Berlin,2020-12-03,6898,188.3,5886,160.6
10639,11,Berlin,2020-12-04,7033,191.9,5843,159.5
10640,11,Berlin,2020-12-05,6974,190.3,6673,182.1
10641,11,Berlin,2020-12-06,7036,192.0,6760,184.5
10642,11,Berlin,2020-12-07,7182,196.0,6217,169.7
10643,11,Berlin,2020-12-08,7300,199.2,6471,176.6
10644,11,Berlin,2020-12-09,7562,206.4,6447,176.0
10645,11,Berlin,2020-12-10,7597,207.3,6708,183.1
10646,11,Berlin,2020-12-11,7475,204.0,6243,170.4
10647,11,Berlin,2020-12-12,7510,205.0,6859,187.2
10648,11,Berlin,2020-12-13,7486,204.3,7083,193.3
10649,11,Berlin,2020-12-14,7690,209.9,6748,184.2
10650,11,Berlin,2020-12-15,7680,209.6,6663,181.8
10651,11,Berlin,2020-12-16,7819,213.4,6535,178.4
10652,11,Berlin,2020-12-17,8046,219.6,6566,179.2
10653,11,Berlin,2020-12-18,8255,225.3,6774,184.9
10654,11,Berlin,2020-12-19,8294,226.4,7618,207.9
10655,11,Berlin,2020-12-20,8331,227.4,7634,208.3
10656,11,Berlin,2020-12-21,8378,228.7,7259,198.1
10657,11,Berlin,2020-12-22,8635,235.7,7577,206.8
10658,11,Berlin,2020-12-23,8648,236.0,7598,207.4
10659,11,Berlin,2020-12-24,7574,206.7,6887,188.0
10660,11,Berlin,2020-12-25,6216,169.6,5637,153.8
10661,11,Berlin,2020-12-26,6405,174.8,5773,157.6
10662,11,Berlin,2020-12-27,6545,178.6,6235,170.2
10663,11,Berlin,2020-12-28,6123,167.1,5325,145.3
10664,11,Berlin,2020-12-29,5885,160.6,5145,140.4
10665,11,Berlin,2020-12-30,5365,146.4,4612,125.9
10666,11,Berlin,2020-12-31,5258,143.5,4657,127.1
10667,11,Berlin,2021-01-01,5351,146.0,4687,127.9
10668,11,Berlin,2021-01-02,5134,140.1,4443,121.3
10669,11,Berlin,2021-01-03,5108,139.4,4618,126.0
10670,11,Berlin,2021-01-04,4963,135.4,4260,116.3
10671,11,Berlin,2021-01-05,4932,134.6,4287,117.0
10672,11,Berlin,2021-01-06,5249,143.3,4492,122.6
10673,11,Berlin,2021-01-07,6398,174.6,5538,151.1
10674,11,Berlin,2021-01-08,7393,201.8,6730,183.7
10675,11,Berlin,2021-01-09,7332,200.1,6978,190.4
10676,11,Berlin,2021-01-10,7082,193.3,6849,186.9
10677,11,Berlin,2021-01-11,7424,202.6,6873,187.6
10678,11,Berlin,2021-01-12,7413,202.3,6737,183.9
10679,11,Berlin,2021-01-13,7220,197.0,6620,180.7
10680,11,Berlin,2021-01-14,6590,179.9,6103,166.6
10681,11,Berlin,2021-01-15,6204,169.3,5791,158.0
10682,11,Berlin,2021-01-16,6080,165.9,5886,160.6
10683,11,Berlin,2021-01-17,6041,164.9,5889,160.7
10684,11,Berlin,2021-01-18,5342,145.8,5058,138.0
10685,11,Berlin,2021-01-19,5057,138.0,4713,128.6
10686,11,Berlin,2021-01-20,4740,129.4,4245,115.9
10687,11,Berlin,2021-01-21,4398,120.0,4118,112.4
10688,11,Berlin,2021-01-22,4176,114.0,3851,105.1
10689,11,Berlin,2021-01-23,4151,113.3,4028,109.9
10690,11,Berlin,2021-01-24,4039,110.2,4029,110.0
10691,11,Berlin,2021-01-25,3989,108.9,3731,101.8
10692,11,Berlin,2021-01-26,3790,103.4,3313,90.4
10693,11,Berlin,2021-01-27,3574,97.5,3273,89.3
10694,11,Berlin,2021-01-28,3399,92.8,3105,84.7
10695,11,Berlin,2021-01-29,3253,88.8,3033,82.8
10696,11,Berlin,2021-01-30,3164,86.4,3088,84.3
10697,11,Berlin,2021-01-31,3163,86.3,3134,85.5
10698,11,Berlin,2021-02-01,3178,86.7,2968,81.0
10699,11,Berlin,2021-02-02,2995,81.7,2655,72.5
10700,11,Berlin,2021-02-03,2836,77.4,2641,72.1
10701,11,Berlin,2021-02-04,2783,76.0,2630,71.8
10702,11,Berlin,2021-02-05,2658,72.5,2482,67.7
10703,11,Berlin,2021-02-06,2678,73.1,2531,69.1
10704,11,Berlin,2021-02-07,2648,72.3,2620,71.5
10705,11,Berlin,2021-02-08,2448,66.8,2274,62.1
10706,11,Berlin,2021-02-09,2405,65.6,2062,56.3
10707,11,Berlin,2021-02-10,2338,63.8,2063,56.3
10708,11,Berlin,2021-02-11,2291,62.5,2119,57.8
10709,11,Berlin,2021-02-12,2236,61.0,2105,57.4
10710,11,Berlin,2021-02-13,2136,58.3,2100,57.3
10711,11,Berlin,2021-02-14,2146,58.6,2144,58.5
10712,11,Berlin,2021-02-15,2099,57.3,1918,52.3
10713,11,Berlin,2021-02-16,2010,54.9,1778,48.5
10714,11,Berlin,2021-02-17,2037,55.6,1759,48.0
10715,11,Berlin,2021-02-18,2036,55.6,1862,50.8
10716,11,Berlin,2021-02-19,2074,56.6,1915,52.3
10717,11,Berlin,2021-02-20,2152,58.7,2066,56.4
10718,11,Berlin,2021-02-21,2128,58.1,2103,57.4
10719,11,Berlin,2021-02-22,2179,59.5,2009,54.8
10720,11,Berlin,2021-02-23,2283,62.3,1973,53.8
10721,11,Berlin,2021-02-24,2322,63.4,2013,54.9
10722,11,Berlin,2021-02-25,2398,65.4,1926,52.6
10723,11,Berlin,2021-02-26,2503,68.3,2267,61.9
10724,11,Berlin,2021-02-27,2460,67.1,2397,65.4
10725,11,Berlin,2021-02-28,2478,67.6,2481,67.7
10726,11,Berlin,2021-03-01,2563,69.9,2301,62.8
10727,11,Berlin,2021-03-02,2588,70.6,2303,62.9
10728,11,Berlin,2021-03-03,2620,71.5,2267,61.9
10729,11,Berlin,2021-03-04,2603,71.0,2418,66.0
10730,11,Berlin,2021-03-05,2565,70.0,2352,64.2
10731,11,Berlin,2021-03-06,2602,71.0,2516,68.7
10732,11,Berlin,2021-03-07,2661,72.6,2600,71.0
10733,11,Berlin,2021-03-08,2227,60.8,2176,59.4
10734,11,Berlin,2021-03-09,2202,60.1,1958,53.4
10735,11,Berlin,2021-03-10,2288,62.4,1921,52.4
10736,11,Berlin,2021-03-11,2520,68.8,2034,55.5
10737,11,Berlin,2021-03-12,2766,75.5,2257,61.6
10738,11,Berlin,2021-03-13,2864,78.2,2598,70.9
10739,11,Berlin,2021-03-14,2843,77.6,2719,74.2
10740,11,Berlin,2021-03-15,3450,94.2,3014,82.3
10741,11,Berlin,2021-03-16,3612,98.6,3222,87.9
10742,11,Berlin,2021-03-17,3757,102.5,3240,88.4
10743,11,Berlin,2021-03-18,3838,104.7,3207,87.5
10744,11,Berlin,2021-03-19,3785,103.3,3417,93.3
10745,11,Berlin,2021-03-20,3773,103.0,3453,94.2
10746,11,Berlin,2021-03-21,3786,103.3,3606,98.4
10747,11,Berlin,2021-03-22,3991,108.9,3464,94.5
10748,11,Berlin,2021-03-23,4389,119.8,3567,97.4
10749,11,Berlin,2021-03-24,4639,126.6,4085,111.5
10750,11,Berlin,2021-03-25,4820,131.5,4323,118.0
10751,11,Berlin,2021-03-26,5165,141.0,4680,127.7
10752,11,Berlin,2021-03-27,5378,146.8,5146,140.4
10753,11,Berlin,2021-03-28,5398,147.3,5362,146.3
10754,11,Berlin,2021-03-29,5299,144.6,5013,136.8
10755,11,Berlin,2021-03-30,5218,142.4,4564,124.6
10756,11,Berlin,2021-03-31,5325,145.3,4565,124.6
10757,11,Berlin,2021-04-01,5304,144.8,4799,131.0
10758,11,Berlin,2021-04-02,4681,127.8,4288,117.0
10759,11,Berlin,2021-04-03,4891,133.5,4592,125.3
10760,11,Berlin,2021-04-04,4967,135.6,4796,130.9
10761,11,Berlin,2021-04-05,4501,122.8,4204,114.7
10762,11,Berlin,2021-04-06,4172,113.9,3857,105.3
10763,11,Berlin,2021-04-07,3801,103.7,3283,89.6
10764,11,Berlin,2021-04-08,3830,104.5,3273,89.3
10765,11,Berlin,2021-04-09,4559,124.4,3934,107.4
10766,11,Berlin,2021-04-10,4369,119.2,3886,106.1
10767,11,Berlin,2021-04-11,4293,117.2,4195,114.5
10768,11,Berlin,2021-04-12,4777,130.4,4399,120.1
10769,11,Berlin,2021-04-13,5239,143.0,4450,121.4
10770,11,Berlin,2021-04-14,5748,156.9,5038,137.5
10771,11,Berlin,2021-04-15,5892,160.8,5076,138.5
10772,11,Berlin,2021-04-16,5748,156.9,5292,144.4
10773,11,Berlin,2021-04-17,5645,154.1,5407,147.6
10774,11,Berlin,2021-04-18,5655,154.3,5638,153.9
10775,11,Berlin,2021-04-19,5686,155.2,5346,145.9
10776,11,Berlin,2021-04-20,5631,153.7,4980,135.9
10777,11,Berlin,2021-04-21,5455,148.9,4911,134.0
10778,11,Berlin,2021-04-22,5259,143.5,4952,135.1
10779,11,Berlin,2021-04-23,5136,140.2,4867,132.8
10780,11,Berlin,2021-04-24,5179,141.3,4969,135.6
10781,11,Berlin,2021-04-25,5166,141.0,5059,138.1
10782,11,Berlin,2021-04-26,5254,143.4,5009,136.7
10783,11,Berlin,2021-04-27,5200,141.9,4917,134.2
10784,11,Berlin,2021-04-28,5017,136.9,4776,130.3
10785,11,Berlin,2021-04-29,4903,133.8,4626,126.3
10786,11,Berlin,2021-04-30,4764,130.0,4440,121.2
10787,11,Berlin,2021-05-01,4553,124.3,4508,123.0
10788,11,Berlin,2021-05-02,4483,122.3,4466,121.9
10789,11,Berlin,2021-05-03,4258,116.2,4080,111.4
10790,11,Berlin,2021-05-04,4071,111.1,3845,104.9
10791,11,Berlin,2021-05-05,3939,107.5,3805,103.8
10792,11,Berlin,2021-05-06,3763,102.7,3617,98.7
10793,11,Berlin,2021-05-07,3693,100.8,3561,97.2
10794,11,Berlin,2021-05-08,3670,100.2,3654,99.7
10795,11,Berlin,2021-05-09,3668,100.1,3698,100.9
10796,11,Berlin,2021-05-10,3526,96.2,3440,93.9
10797,11,Berlin,2021-05-11,3249,88.7,3157,86.2
10798,11,Berlin,2021-05-12,3171,86.5,3060,83.5
10799,11,Berlin,2021-05-13,2695,73.6,2625,71.6
10800,11,Berlin,2021-05-14,2525,68.9,2470,67.4
10801,11,Berlin,2021-05-15,2508,68.4,2456,67.0
10802,11,Berlin,2021-05-16,2518,68.7,2518,68.7
10803,11,Berlin,2021-05-17,2374,64.8,2322,63.4
10804,11,Berlin,2021-05-18,2335,63.7,2258,61.6
10805,11,Berlin,2021-05-19,2097,57.2,2067,56.4
10806,11,Berlin,2021-05-20,2221,60.6,2217,60.5
10807,11,Berlin,2021-05-21,2106,57.5,2057,56.1
10808,11,Berlin,2021-05-22,2033,55.5,2036,55.6
10809,11,Berlin,2021-05-23,2024,55.2,2052,56.0
10810,11,Berlin,2021-05-24,1690,46.1,1708,46.6
10811,11,Berlin,2021-05-25,1456,39.7,1442,39.4
10812,11,Berlin,2021-05-26,1315,35.9,1252,34.2
10813,11,Berlin,2021-05-27,1334,36.4,1286,35.1
10814,11,Berlin,2021-05-28,1256,34.3,1322,36.1
10815,11,Berlin,2021-05-29,1215,33.2,1202,32.8
10816,11,Berlin,2021-05-30,1197,32.7,1195,32.6
10817,11,Berlin,2021-05-31,1321,36.1,1232,33.6
10818,11,Berlin,2021-06-01,1257,34.3,1210,33.0
10819,11,Berlin,2021-06-02,1175,32.1,1152,31.4
10820,11,Berlin,2021-06-03,1134,30.9,1052,28.7
10821,11,Berlin,2021-06-04,1043,28.5,965,26.3
10822,11,Berlin,2021-06-05,1008,27.5,972,26.5
10823,11,Berlin,2021-06-06,1007,27.5,971,26.5
10824,11,Berlin,2021-06-07,920,25.1,887,24.2
10825,11,Berlin,2021-06-08,858,23.4,828,22.6
10826,11,Berlin,2021-06-09,762,20.8,740,20.2
10827,11,Berlin,2021-06-10,642,17.5,610,16.6
10828,11,Berlin,2021-06-11,579,15.8,574,15.7
10829,11,Berlin,2021-06-12,564,15.4,566,15.4
10830,11,Berlin,2021-06-13,562,15.3,565,15.4
10831,11,Berlin,2021-06-14,508,13.9,499,13.6
10832,11,Berlin,2021-06-15,454,12.4,446,12.2
10833,11,Berlin,2021-06-16,402,11.0,392,10.7
10834,11,Berlin,2021-06-17,323,8.8,310,8.5
10835,11,Berlin,2021-06-18,285,7.8,272,7.4
10836,11,Berlin,2021-06-19,289,7.9,278,7.6
10837,11,Berlin,2021-06-20,285,7.8,274,7.5
10838,11,Berlin,2021-06-21,281,7.7,262,7.2
10839,11,Berlin,2021-06-22,265,7.2,263,7.2
10840,11,Berlin,2021-06-23,252,6.9,237,6.5
10841,11,Berlin,2021-06-24,270,7.4,259,7.1
10842,11,Berlin,2021-06-25,261,7.1,247,6.7
10843,11,Berlin,2021-06-26,252,6.9,238,6.5
10844,11,Berlin,2021-06-27,253,6.9,237,6.5
10845,11,Berlin,2021-06-28,235,6.4,217,5.9
10846,11,Berlin,2021-06-29,236,6.4,209,5.7
10847,11,Berlin,2021-06-30,219,6.0,203,5.5
10848,11,Berlin,2021-07-01,208,5.7,186,5.1
10849,11,Berlin,2021-07-02,206,5.6,182,5.0
10850,11,Berlin,2021-07-03,201,5.5,175,4.8
10851,11,Berlin,2021-07-04,203,5.5,178,4.9
10852,11,Berlin,2021-07-05,236,6.4,196,5.3
10853,11,Berlin,2021-07-06,250,6.8,206,5.6
10854,11,Berlin,2021-07-07,268,7.3,228,6.2
10855,11,Berlin,2021-07-08,280,7.6,254,6.9
10856,11,Berlin,2021-07-09,306,8.4,268,7.3
10857,11,Berlin,2021-07-10,310,8.5,271,7.4
10858,11,Berlin,2021-07-11,307,8.4,267,7.3
10859,11,Berlin,2021-07-12,341,9.3,289,7.9
10860,11,Berlin,2021-07-13,398,10.9,337,9.2
10861,11,Berlin,2021-07-14,474,12.9,426,11.6
10862,11,Berlin,2021-07-15,562,15.3,509,13.9
10863,11,Berlin,2021-07-16,637,17.4,586,16.0
10864,11,Berlin,2021-07-17,649,17.7,579,15.8
10865,11,Berlin,2021-07-18,649,17.7,578,15.8
10866,11,Berlin,2021-07-19,762,20.8,662,18.1
10867,11,Berlin,2021-07-20,840,22.9,800,21.8
10868,11,Berlin,2021-07-21,882,24.1,831,22.7
10869,11,Berlin,2021-07-22,887,24.2,801,21.9
10870,11,Berlin,2021-07-23,919,25.1,863,23.6
10871,11,Berlin,2021-07-24,927,25.3,862,23.5
10872,11,Berlin,2021-07-25,935,25.5,872,23.8
10873,11,Berlin,2021-07-26,966,26.4,909,24.8
10874,11,Berlin,2021-07-27,980,26.7,911,24.9
10875,11,Berlin,2021-07-28,1014,27.7,909,24.8
10876,11,Berlin,2021-07-29,1081,29.5,1013,27.6
10877,11,Berlin,2021-07-30,1092,29.8,983,26.8
10878,11,Berlin,2021-07-31,1091,29.8,989,27.0
10879,11,Berlin,2021-08-01,1096,29.9,997,27.2
10880,11,Berlin,2021-08-02,1133,30.9,1014,27.7
10881,11,Berlin,2021-08-03,1212,33.1,1082,29.5
10882,11,Berlin,2021-08-04,1334,36.4,1199,32.7
10883,11,Berlin,2021-08-05,1394,38.0,1285,35.1
10884,11,Berlin,2021-08-06,1440,39.3,1344,36.7
10885,11,Berlin,2021-08-07,1486,40.6,1389,37.9
10886,11,Berlin,2021-08-08,1517,41.4,1396,38.1
10887,11,Berlin,2021-08-09,1682,45.9,1492,40.7
10888,11,Berlin,2021-08-10,1845,50.4,1573,42.9
10889,11,Berlin,2021-08-11,2023,55.2,1628,44.4
10890,11,Berlin,2021-08-12,2215,60.5,1844,50.3
10891,11,Berlin,2021-08-13,2430,66.3,2229,60.8
10892,11,Berlin,2021-08-14,2468,67.4,2284,62.3
10893,11,Berlin,2021-08-15,2475,67.5,2251,61.4
10894,11,Berlin,2021-08-16,2663,72.7,2429,66.3
10895,11,Berlin,2021-08-17,2765,75.5,2538,69.3
10896,11,Berlin,2021-08-18,2766,75.5,2540,69.3
10897,11,Berlin,2021-08-19,2747,75.0,2556,69.8
10898,11,Berlin,2021-08-20,2767,75.5,2460,67.1
10899,11,Berlin,2021-08-21,2757,75.2,2468,67.4
10900,11,Berlin,2021-08-22,2745,74.9,2463,67.2
10901,11,Berlin,2021-08-23,2715,74.1,2521,68.8
10902,11,Berlin,2021-08-24,2783,76.0,2471,67.4
10903,11,Berlin,2021-08-25,2908,79.4,2643,72.1
10904,11,Berlin,2021-08-26,2974,81.2,2772,75.7
10905,11,Berlin,2021-08-27,2961,80.8,2718,74.2
10906,11,Berlin,2021-08-28,2974,81.2,2727,74.4
10907,11,Berlin,2021-08-29,2986,81.5,2702,73.7
10908,11,Berlin,2021-08-30,3038,82.9,2644,72.2
10909,11,Berlin,2021-08-31,3222,87.9,2951,80.5
10910,11,Berlin,2021-09-01,3266,89.1,3049,83.2
10911,11,Berlin,2021-09-02,3238,88.4,3071,83.8
